5.665188967872625653e+04,7.326426797635454680e-02
2.663508790420523655e+04,9.789655478639669450e-02
5.254967755753089023e+02,4.597010280346788269e-01
1.656914554921621914e+02,7.561930531803986444e-01
1.824557512485286281e+02,7.307545672206557930e-01
4.217462658155372083e+03,2.037859991819482852e-01
2.396765739566161528e+02,6.593228674396381939e-01
5.633823242890931624e+02,4.631333317430849084e-01
1.324273888100711247e+03,3.289434101965252877e-01
3.138820785910760378e+02,6.002097092433833492e-01
6.241263087516223322e+02,4.530255045586107920e-01
1.423807645117537468e+05,5.583716864116550216e-02
1.547008454994287092e+02,8.323580781452312172e-01
3.470566179199327053e+02,5.907024355344056010e-01
2.183672863309737659e+04,1.145476928132566075e-01
6.351693011477373147e+03,1.849386289070152900e-01
6.795025544552801875e+03,1.811916763912581052e-01
5.287244696416428269e+02,5.072208320906690382e-01
5.659139794789092548e+02,4.959730957275929608e-01
1.380951879574707709e+04,1.401945939598945312e-01
9.457179609384887954e+03,1.629919022463416356e-01
4.095560263129027021e+02,5.781735209040640422e-01
4.585340270271623240e+02,5.543757591510874994e-01
2.949649872366505292e+02,6.727939680558731039e-01
2.694755716801995277e+03,2.719056738516690830e-01
3.284964041651673483e+02,6.496227866348062152e-01
2.730412195828868107e+02,7.073884836864127168e-01
3.001533790758929536e+04,1.086377659927694195e-01
6.559449495113173043e+02,4.928356643810338777e-01
1.712701467043081891e+02,8.824292098305308585e-01
2.691738693956659176e+02,7.272621305054732810e-01
1.618715378390599108e+04,1.399816081932879763e-01
3.125430754646657533e+03,2.666720156724116109e-01
1.535403597950154619e+02,9.466462158240129821e-01
1.477770079695625611e+02,9.681256682822311221e-01
1.673108399199120640e+03,3.472891050527602275e-01
1.584536433568552809e+02,9.478954590405953562e-01
2.759074258975138605e+02,7.453951501493435439e-01
8.672725993152254205e+02,4.606884313885206694e-01
2.195453376057461696e+02,8.319932168400036021e-01
1.863090667849083957e+02,8.991983453806802196e-01
1.263180865407290639e+03,3.999630324331157061e-01
1.455481784488961011e+03,3.791298597343127907e-01
5.950182360099854577e+02,5.514349428930761521e-01
1.887620690531142884e+02,9.109970381748875301e-01
6.506213767380634181e+02,5.357359778991620525e-01
1.633787653039065844e+04,1.485841743216972377e-01
1.084118504046367889e+03,4.368698990505208712e-01
4.510774052661368501e+02,6.337891644446919104e-01
1.185804690407807939e+06,3.047350293840955793e-02
4.953341125008237213e+02,6.141020677079763734e-01
7.231560756686498280e+03,2.076030684445502317e-01
5.149942329954788875e+03,2.380531692080687378e-01
2.459044149055688138e+02,8.426510779700003839e-01
7.077612991862417402e+03,2.117031450156113825e-01
2.044677607280870291e+02,9.224305566472189577e-01
1.020920028459057789e+03,4.641469717681958596e-01
2.108227930613663830e+02,9.174099935530591887e-01
5.776708599523913108e+03,2.325826530178358720e-01
4.873481732112891041e+04,1.027723171227993282e-01
3.077536479837778188e+03,3.006690348418926684e-01
4.827765666249127389e+04,1.038323444994098121e-01
4.611837166904722380e+02,6.638554210040948922e-01
2.110395829097901697e+03,3.536813102366120898e-01
4.672077314141485658e+03,2.582164540648225204e-01
1.903326679778276957e+04,1.499278398468619766e-01
2.281467865942051674e+02,9.173796131773429563e-01
5.222274594364777158e+02,6.410134595188788920e-01
1.681532490364928435e+03,3.946523739768775796e-01
5.744159238489351083e+02,6.198185199206400764e-01
2.995571560921292189e+02,8.249215701606694706e-01
3.281475185679150373e+07,9.888508167268605931e-03
3.805319682193040762e+02,7.480470967970438423e-01
3.181597780074954471e+02,8.119079916299458688e-01
2.561704076461178374e+02,8.968813891792131177e-01
4.506122588887733968e+02,7.023211459975097215e-01
1.552330593915751251e+03,4.186561155955182967e-01
6.291571632435223364e+03,2.393716671908929783e-01
1.052863434899319327e+04,1.962616562507735196e-01
2.179122361664801701e+03,3.679542416571839336e-01
5.778869178668586528e+02,6.415306336783794805e-01
2.246549613984246321e+02,9.745014238899358805e-01
1.702739441975240698e+04,1.648300560502264922e-01
2.332231528336820645e+02,9.646370800128024614e-01
2.180388936099271814e+05,6.328327785706133746e-02
4.034339820500339101e+03,2.923457964884168536e-01
3.945836059280142649e+02,7.713329806995913307e-01
